DatGeracaoConjuntoDados;IdeConjUnidConsumidoras;CodMunicipio;NomMunicipio;SigUF
2026-07-05;13786;5218607;Rialma;GO
2026-07-05;13786;5218706;Rianápolis;GO
2026-07-05;13786;5219357;Santa Isabel;GO
2026-07-05;13787;3515186;Espírito Santo do Pinhal;SP
2026-07-05;13787;3522604;Itapira;SP
2026-07-05;13787;3548104;Santo Antônio do Jardim;SP
2026-07-05;13788;3501905;Amparo;SP
2026-07-05;13788;3515186;Espírito Santo do Pinhal;SP
2026-07-05;13788;3522604;Itapira;SP
2026-07-05;13789;3522604;Itapira;SP
2026-07-05;13789;3527009;Lindóia;SP
2026-07-05;13790;3500501;Águas de Lindóia;SP
2026-07-05;13790;3522604;Itapira;SP
2026-07-05;13790;3527009;Lindóia;SP
2026-07-05;13790;3551603;Serra Negra;SP
2026-07-05;13790;3552106;Socorro;SP
2026-07-05;13791;3501905;Amparo;SP
2026-07-05;13791;3522604;Itapira;SP
2026-07-05;13791;3531209;Monte Alegre do Sul;SP
2026-07-05;13791;3551603;Serra Negra;SP
2026-07-05;13792;3500501;Águas de Lindóia;SP
2026-07-05;13792;3551603;Serra Negra;SP
2026-07-05;13792;3552106;Socorro;SP
2026-07-05;13793;3501608;Americana;SP
2026-07-05;13793;3533403;Nova Odessa;SP
2026-07-05;13793;3552403;Sumaré;SP
2026-07-05;13794;3501905;Amparo;SP
2026-07-05;13794;3531209;Monte Alegre do Sul;SP
2026-07-05;13794;3551603;Serra Negra;SP
2026-07-05;13794;3552106;Socorro;SP
2026-07-05;13795;3501905;Amparo;SP
2026-07-05;13795;3522604;Itapira;SP
2026-07-05;13796;3523404;Itatiba;SP
2026-07-05;13796;3532009;Morungaba;SP
2026-07-05;13796;3556206;Valinhos;SP
2026-07-05;13797;3523404;Itatiba;SP
2026-07-05;13798;3509502;Campinas;SP
2026-07-05;13798;3556206;Valinhos;SP
2026-07-05;13799;3501905;Amparo;SP
2026-07-05;13799;3509502;Campinas;SP
2026-07-05;13799;3523404;Itatiba;SP
2026-07-05;13799;3532009;Morungaba;SP
2026-07-05;13799;3556206;Valinhos;SP
2026-07-05;13800;3509502;Campinas;SP
2026-07-05;13801;3509502;Campinas;SP
2026-07-05;13801;3556206;Valinhos;SP
2026-07-05;13802;3509502;Campinas;SP
2026-07-05;13802;3523404;Itatiba;SP
2026-07-05;13802;3556206;Valinhos;SP
2026-07-05;13803;3509502;Campinas;SP
2026-07-05;13803;3556206;Valinhos;SP
2026-07-05;13804;3509502;Campinas;SP
2026-07-05;13804;3556206;Valinhos;SP
2026-07-05;13805;3509502;Campinas;SP
2026-07-05;13805;3556206;Valinhos;SP
2026-07-05;13806;3509502;Campinas;SP
2026-07-05;13806;3556206;Valinhos;SP
2026-07-05;13807;3509502;Campinas;SP
2026-07-05;13808;3509502;Campinas;SP
2026-07-05;13809;3509502;Campinas;SP
2026-07-05;13810;3509502;Campinas;SP
2026-07-05;13811;3509502;Campinas;SP
2026-07-05;13811;3519071;Hortolândia;SP
2026-07-05;13812;3509502;Campinas;SP
2026-07-05;13813;3509502;Campinas;SP
2026-07-05;13813;3531803;Monte Mor;SP
2026-07-05;13814;3509502;Campinas;SP
2026-07-05;13814;3531803;Monte Mor;SP
2026-07-05;13815;3509502;Campinas;SP
2026-07-05;13816;3509502;Campinas;SP
2026-07-05;13816;3536505;Paulínia;SP
2026-07-05;13817;3509502;Campinas;SP
2026-07-05;13817;3536505;Paulínia;SP
2026-07-05;13818;3509502;Campinas;SP
2026-07-05;13818;3536505;Paulínia;SP
2026-07-05;13819;3501608;Americana;SP
2026-07-05;13819;3512803;Cosmópolis;SP
2026-07-05;13819;3536505;Paulínia;SP
2026-07-05;13820;3512803;Cosmópolis;SP
2026-07-05;13821;3501608;Americana;SP
2026-07-05;13821;3512803;Cosmópolis;SP
2026-07-05;13822;3501608;Americana;SP
2026-07-05;13823;3501608;Americana;SP
2026-07-05;13823;3533403;Nova Odessa;SP
2026-07-05;13824;3533403;Nova Odessa;SP
2026-07-05;13824;3552403;Sumaré;SP
2026-07-05;13825;3501608;Americana;SP
2026-07-05;13825;3545803;Santa Bárbara D'Oeste;SP
2026-07-05;13826;3501608;Americana;SP
2026-07-05;13826;3545803;Santa Bárbara D'Oeste;SP
2026-07-05;13827;3501608;Americana;SP
2026-07-05;13827;3545803;Santa Bárbara D'Oeste;SP
2026-07-05;13828;3545803;Santa Bárbara D'Oeste;SP
2026-07-05;13829;3544004;Rio das Pedras;SP
2026-07-05;13829;3545803;Santa Bárbara D'Oeste;SP
2026-07-05;13829;3552403;Sumaré;SP
2026-07-05;13830;3519071;Hortolândia;SP
2026-07-05;13830;3533403;Nova Odessa;SP
2026-07-05;13830;3552403;Sumaré;SP
2026-07-05;13831;3519071;Hortolândia;SP
2026-07-05;13831;3533403;Nova Odessa;SP
2026-07-05;13831;3536505;Paulínia;SP
2026-07-05;13831;3552403;Sumaré;SP
2026-07-05;13832;3531803;Monte Mor;SP
2026-07-05;13832;3533403;Nova Odessa;SP
2026-07-05;13832;3552403;Sumaré;SP
2026-07-05;13833;3509502;Campinas;SP
2026-07-05;13833;3536505;Paulínia;SP
2026-07-05;13833;3552403;Sumaré;SP
2026-07-05;13834;3519071;Hortolândia;SP
2026-07-05;13834;3552403;Sumaré;SP
2026-07-05;13835;3509502;Campinas;SP
2026-07-05;13835;3519071;Hortolândia;SP
2026-07-05;13835;3552403;Sumaré;SP
2026-07-05;13836;3509502;Campinas;SP
2026-07-05;13836;3519071;Hortolândia;SP
2026-07-05;13836;3531803;Monte Mor;SP
2026-07-05;13836;3552403;Sumaré;SP
2026-07-05;13837;3509502;Campinas;SP
2026-07-05;13837;3519071;Hortolândia;SP
2026-07-05;13838;3509502;Campinas;SP
2026-07-05;13838;3510401;Capivari;SP
2026-07-05;13838;3531803;Monte Mor;SP
2026-07-05;13838;3552403;Sumaré;SP
2026-07-05;13839;3510401;Capivari;SP
2026-07-05;13839;3514908;Elias Fausto;SP
2026-07-05;13839;3531803;Monte Mor;SP
2026-07-05;13840;3510401;Capivari;SP
2026-07-05;13840;3514908;Elias Fausto;SP
2026-07-05;13840;3530904;Mombuca;SP
2026-07-05;13840;3542107;Rafard;SP
2026-07-05;13840;3544004;Rio das Pedras;SP
2026-07-05;13840;3545803;Santa Bárbara D'Oeste;SP
2026-07-05;13841;3510401;Capivari;SP
2026-07-05;13841;3530904;Mombuca;SP
2026-07-05;13841;3544004;Rio das Pedras;SP
2026-07-05;13841;3545803;Santa Bárbara D'Oeste;SP
2026-07-05;13842;3530904;Mombuca;SP
2026-07-05;13842;3538709;Piracicaba;SP
2026-07-05;13842;3544004;Rio das Pedras;SP
2026-07-05;13842;3545159;Saltinho;SP
2026-07-05;13843;3538709;Piracicaba;SP
2026-07-05;13843;3544004;Rio das Pedras;SP
2026-07-05;13843;3545803;Santa Bárbara D'Oeste;SP
2026-07-05;13844;3538709;Piracicaba;SP
2026-07-05;13845;3538709;Piracicaba;SP
2026-07-05;13846;3538709;Piracicaba;SP
2026-07-05;13847;3538709;Piracicaba;SP
2026-07-05;13848;3538709;Piracicaba;SP
2026-07-05;13849;3538709;Piracicaba;SP
2026-07-05;13850;3511706;Charqueada;SP
2026-07-05;13850;3538709;Piracicaba;SP
2026-07-05;13850;3550407;São Pedro;SP
2026-07-05;13851;3511706;Charqueada;SP
2026-07-05;13851;3538709;Piracicaba;SP
2026-07-05;13851;3550407;São Pedro;SP
2026-07-05;13852;3500600;Águas de São Pedro;SP
2026-07-05;13852;3507902;Brotas;SP
2026-07-05;13852;3511706;Charqueada;SP
2026-07-05;13852;3538709;Piracicaba;SP
2026-07-05;13852;3550407;São Pedro;SP
2026-07-05;13852;3554706;Torrinha;SP
2026-07-05;13853;3507902;Brotas;SP
2026-07-05;13853;3514106;Dois Córregos;SP
2026-07-05;13853;3547007;Santa Maria da Serra;SP
2026-07-05;13853;3554706;Torrinha;SP
2026-07-05;13854;3503208;Araraquara;SP
2026-07-05;13854;3507902;Brotas;SP
2026-07-05;13854;3514304;Dourado;SP
2026-07-05;13854;3519303;Ibaté;SP
2026-07-05;13854;3542909;Ribeirão Bonito;SP
2026-07-05;13855;3506706;Boa Esperança do Sul;SP
2026-07-05;13855;3506805;Bocaina;SP
2026-07-05;13855;3514304;Dourado;SP
2026-07-05;13855;3542909;Ribeirão Bonito;SP
2026-07-05;13855;3554755;Trabiju;SP
2026-07-05;13856;3506904;Bofete;SP
2026-07-05;13856;3507506;Botucatu;SP
2026-07-05;13856;3550100;São Manuel;SP
2026-07-05;13857;3507506;Botucatu;SP
2026-07-05;13857;3523503;Itatinga;SP
2026-07-05;13857;3536109;Pardinho;SP
2026-07-05;13858;3503604;Areiópolis;SP
2026-07-05;13858;3507506;Botucatu;SP
2026-07-05;13858;3520004;Igaraçu do Tietê;SP
2026-07-05;13858;3526803;Lençóis Paulista;SP
2026-07-05;13858;3541059;Pratânia;SP
2026-07-05;13858;3550100;São Manuel;SP
2026-07-05;13859;3503604;Areiópolis;SP
2026-07-05;13859;3507456;Borebi;SP
2026-07-05;13859;3526803;Lençóis Paulista;SP
2026-07-05;13859;3541059;Pratânia;SP
2026-07-05;13860;3526803;Lençóis Paulista;SP
2026-07-05;13861;3500709;Agudos;SP
2026-07-05;13861;3506003;Bauru;SP
2026-07-05;13861;3507456;Borebi;SP
2026-07-05;13861;3526803;Lençóis Paulista;SP
2026-07-05;13861;3539400;Piratininga;SP
2026-07-05;13862;3526803;Lençóis Paulista;SP
2026-07-05;13862;3528007;Macatuba;SP
2026-07-05;13863;3520004;Igaraçu do Tietê;SP
2026-07-05;13864;3505302;Barra Bonita;SP
2026-07-05;13864;3520004;Igaraçu do Tietê;SP
2026-07-05;13864;3525300;Jaú;SP
2026-07-05;13865;3507902;Brotas;SP
2026-07-05;13865;3514106;Dois Córregos;SP
2026-07-05;13865;3525300;Jaú;SP
2026-07-05;13865;3529807;Mineiros do Tietê;SP
2026-07-05;13866;3505203;Bariri;SP
2026-07-05;13866;3506805;Bocaina;SP
2026-07-05;13866;3522901;Itapuí;SP
2026-07-05;13866;3525300;Jaú;SP
2026-07-05;13867;3506805;Bocaina;SP
2026-07-05;13867;3514106;Dois Córregos;SP
2026-07-05;13867;3525300;Jaú;SP
2026-07-05;13868;3525300;Jaú;SP
2026-07-05;13869;3522901;Itapuí;SP
2026-07-05;13869;3525300;Jaú;SP
2026-07-05;13870;3500709;Agudos;SP
2026-07-05;13870;3504305;Avaí;SP
2026-07-05;13870;3506003;Bauru;SP
2026-07-05;13870;3508306;Cabrália Paulista;SP
2026-07-05;13870;3536570;Paulistânia;SP
2026-07-05;13870;3539400;Piratininga;SP
2026-07-05;13871;3500709;Agudos;SP
2026-07-05;13871;3506003;Bauru;SP
2026-07-05;13871;3539400;Piratininga;SP
2026-07-05;13872;3500709;Agudos;SP
2026-07-05;13872;3506003;Bauru;SP
2026-07-05;13872;3536703;Pederneiras;SP
2026-07-05;13873;3503406;Arealva;SP
2026-07-05;13873;3506003;Bauru;SP
2026-07-05;13873;3536703;Pederneiras;SP
2026-07-05;13874;3500709;Agudos;SP
2026-07-05;13874;3504305;Avaí;SP
2026-07-05;13874;3508306;Cabrália Paulista;SP
2026-07-05;13874;3514502;Duartina;SP
2026-07-05;13874;3515657;Fernão;SP
2026-07-05;13874;3516606;Gália;SP
2026-07-05;13874;3527504;Lucianópolis;SP
2026-07-05;13874;3536570;Paulistânia;SP
2026-07-05;13874;3539400;Piratininga;SP
2026-07-05;13875;3501400;Álvaro de Carvalho;SP
2026-07-05;13875;3516606;Gália;SP
2026-07-05;13875;3516705;Garça;SP
2026-07-05;13875;3525805;Júlio Mesquita;SP
2026-07-05;13875;3527801;Lupércio;SP
2026-07-05;13875;3529005;Marília;SP
2026-07-05;13875;3538907;Pirajuí;SP
2026-07-05;13875;3541109;Presidente Alves;SP
2026-07-05;13875;3556602;Vera Cruz;SP
2026-07-05;13876;3503406;Arealva;SP
2026-07-05;13876;3504305;Avaí;SP
2026-07-05;13876;3506003;Bauru;SP
2026-07-05;13876;3514502;Duartina;SP
2026-07-05;13876;3516606;Gália;SP
2026-07-05;13876;3538907;Pirajuí;SP
2026-07-05;13876;3541109;Presidente Alves;SP
2026-07-05;13876;3542503;Reginópolis;SP
2026-07-05;13877;3543402;Ribeirão Preto;SP
2026-07-05;13878;3529005;Marília;SP
2026-07-05;13878;3533700;Ocauçu;SP
2026-07-05;13878;3556602;Vera Cruz;SP
2026-07-05;13879;3529005;Marília;SP
2026-07-05;13879;3534104;Oriente;SP
2026-07-05;13880;3525805;Júlio Mesquita;SP
2026-07-05;13880;3529005;Marília;SP
2026-07-05;13880;3534104;Oriente;SP
2026-07-05;13880;3540002;Pompéia;SP
2026-07-05;13881;3517000;Getulina;SP
2026-07-05;13881;3519006;Herculândia;SP
2026-07-05;13881;3534104;Oriente;SP
2026-07-05;13881;3540002;Pompéia;SP
2026-07-05;13881;3541802;Queiroz;SP
2026-07-05;13881;3542008;Quintana;SP
2026-07-05;13882;3517000;Getulina;SP
2026-07-05;13882;3517307;Guaimbê;SP
2026-07-05;13883;3501400;Álvaro de Carvalho;SP
2026-07-05;13883;3517000;Getulina;SP
2026-07-05;13883;3517307;Guaimbê;SP
2026-07-05;13883;3518107;Guarantã;SP
2026-07-05;13883;3525805;Júlio Mesquita;SP
2026-07-05;13883;3529005;Marília;SP
2026-07-05;13884;3508801;Cafelândia;SP
2026-07-05;13884;3527108;Lins;SP
2026-07-05;13884;3544608;Sabino;SP
2026-07-05;13885;3508801;Cafelândia;SP
2026-07-05;13885;3518107;Guarantã;SP
2026-07-05;13886;3504701;Balbinos;SP
2026-07-05;13886;3518107;Guarantã;SP
2026-07-05;13886;3538907;Pirajuí;SP
2026-07-05;13886;3555901;Uru;SP
2026-07-05;13887;3508801;Cafelândia;SP
2026-07-05;13887;3517208;Guaiçara;SP
2026-07-05;13887;3527108;Lins;SP
2026-07-05;13887;3544608;Sabino;SP
2026-07-05;13888;3502002;Analândia;SP
2026-07-05;13888;3513702;Descalvado;SP
2026-07-05;13888;3548906;São Carlos;SP
2026-07-05;13889;3508801;Cafelândia;SP
2026-07-05;13889;3517208;Guaiçara;SP
2026-07-05;13889;3527108;Lins;SP
2026-07-05;13889;3541604;Promissão;SP
2026-07-05;13890;3511904;Clementina;SP
2026-07-05;13890;3516507;Gabriel Monteiro;SP
2026-07-05;13890;3518206;Guararapes;SP
2026-07-05;13890;3537701;Piacatu;SP
2026-07-05;13890;3548401;Santópolis do Aguapeí;SP
2026-07-05;13891;3502804;Araçatuba;SP
2026-07-05;13891;3506201;Bento de Abreu;SP
2026-07-05;13891;3518206;Guararapes;SP
2026-07-05;13891;3544400;Rubiácea;SP
2026-07-05;13892;3506201;Bento de Abreu;SP
2026-07-05;13892;3518206;Guararapes;SP
2026-07-05;13892;3556305;Valparaíso;SP
2026-07-05;13893;3503208;Araraquara;SP
2026-07-05;13893;3506706;Boa Esperança do Sul;SP
2026-07-05;13893;3516853;Gavião Peixoto;SP
2026-07-05;13893;3529302;Matão;SP
2026-07-05;13893;3532900;Nova Europa;SP
2026-07-05;13893;3552700;Tabatinga;SP
2026-07-05;13894;3502804;Araçatuba;SP
2026-07-05;13895;3502804;Araçatuba;SP
2026-07-05;13895;3506508;Birigui;SP
2026-07-05;13895;3518206;Guararapes;SP
2026-07-05;13896;3502804;Araçatuba;SP
2026-07-05;13896;3506508;Birigui;SP
2026-07-05;13897;3502804;Araçatuba;SP
2026-07-05;13897;3506508;Birigui;SP
2026-07-05;13897;3518206;Guararapes;SP
2026-07-05;13898;3502804;Araçatuba;SP
2026-07-05;13898;3506409;Bilac;SP
2026-07-05;13898;3506508;Birigui;SP
2026-07-05;13898;3507753;Brejo Alegre;SP
2026-07-05;13898;3511904;Clementina;SP
2026-07-05;13898;3512506;Coroados;SP
2026-07-05;13898;3516507;Gabriel Monteiro;SP
2026-07-05;13899;3506508;Birigui;SP
2026-07-05;13899;3512506;Coroados;SP
2026-07-05;13900;3506508;Birigui;SP
2026-07-05;13900;3507753;Brejo Alegre;SP
2026-07-05;13900;3512506;Coroados;SP
2026-07-05;13901;3507704;Braúna;SP
2026-07-05;13901;3512506;Coroados;SP
2026-07-05;13901;3517109;Glicério;SP
2026-07-05;13902;3501103;Alto Alegre;SP
2026-07-05;13902;3504404;Avanhandava;SP
2026-07-05;13902;3517000;Getulina;SP
2026-07-05;13902;3537305;Penápolis;SP
2026-07-05;13903;3504404;Avanhandava;SP
2026-07-05;13903;3505104;Barbosa;SP
2026-07-05;13903;3537305;Penápolis;SP
2026-07-05;13904;3517208;Guaiçara;SP
2026-07-05;13904;3541604;Promissão;SP
2026-07-05;13905;3525706;José Bonifácio;SP
2026-07-05;13905;3532504;Neves Paulista;SP
2026-07-05;13905;3541604;Promissão;SP
2026-07-05;13905;3555356;Ubarana;SP
2026-07-05;13906;3506508;Birigui;SP
2026-07-05;13906;3507753;Brejo Alegre;SP
2026-07-05;13906;3517109;Glicério;SP
2026-07-05;13907;3504800;Bálsamo;SP
2026-07-05;13907;3530409;Mirassolândia;SP
2026-07-05;13907;3531407;Monte Aprazível;SP
2026-07-05;13907;3553401;Tanabi;SP
2026-07-05;13908;3524501;Jaci;SP
2026-07-05;13908;3525706;José Bonifácio;SP
2026-07-05;13908;3530300;Mirassol;SP
2026-07-05;13908;3531407;Monte Aprazível;SP
2026-07-05;13908;3532504;Neves Paulista;SP
2026-07-05;13908;3539905;Poloni;SP
2026-07-05;13908;3553401;Tanabi;SP
2026-07-05;13909;3504602;Bady Bassitt;SP
2026-07-05;13909;3511300;Cedral;SP
2026-07-05;13909;3517505;Guapiaçu;SP
2026-07-05;13909;3519402;Ibirá;SP
2026-07-05;13909;3540804;Potirendaba;SP
2026-07-05;13909;3549805;São José do Rio Preto;SP
2026-07-05;13909;3555604;Uchoa;SP
2026-07-05;13910;3504800;Bálsamo;SP
2026-07-05;13910;3524501;Jaci;SP
2026-07-05;13910;3525706;José Bonifácio;SP
2026-07-05;13910;3530300;Mirassol;SP
2026-07-05;13910;3530409;Mirassolândia;SP
2026-07-05;13910;3531407;Monte Aprazível;SP
2026-07-05;13910;3532504;Neves Paulista;SP
2026-07-05;13910;3553401;Tanabi;SP
2026-07-05;13911;3504800;Bálsamo;SP
2026-07-05;13911;3524501;Jaci;SP
2026-07-05;13911;3530300;Mirassol;SP
2026-07-05;13911;3530409;Mirassolândia;SP
2026-07-05;13911;3549805;São José do Rio Preto;SP
2026-07-05;13912;3504800;Bálsamo;SP
2026-07-05;13912;3521150;Ipiguá;SP
2026-07-05;13912;3530300;Mirassol;SP
2026-07-05;13912;3530409;Mirassolândia;SP
2026-07-05;13912;3549805;São José do Rio Preto;SP
2026-07-05;13913;3521150;Ipiguá;SP
2026-07-05;13913;3534005;Onda Verde;SP
2026-07-05;13913;3549805;São José do Rio Preto;SP
2026-07-05;13914;3511300;Cedral;SP
2026-07-05;13914;3517505;Guapiaçu;SP
2026-07-05;13914;3534005;Onda Verde;SP
2026-07-05;13914;3549805;São José do Rio Preto;SP
2026-07-05;13914;3555604;Uchoa;SP
2026-07-05;13915;3504602;Bady Bassitt;SP
2026-07-05;13915;3511300;Cedral;SP
2026-07-05;13915;3517505;Guapiaçu;SP
2026-07-05;13915;3540804;Potirendaba;SP
2026-07-05;13915;3549805;São José do Rio Preto;SP
2026-07-05;13916;3504602;Bady Bassitt;SP
2026-07-05;13916;3530300;Mirassol;SP
2026-07-05;13916;3549805;São José do Rio Preto;SP
2026-07-05;13917;3530300;Mirassol;SP
2026-07-05;13917;3549805;São José do Rio Preto;SP
2026-07-05;13918;3533007;Nova Granada;SP
2026-07-05;13918;3535002;Palestina;SP
2026-07-05;13919;3521150;Ipiguá;SP
2026-07-05;13919;3533007;Nova Granada;SP
2026-07-05;13919;3534005;Onda Verde;SP
2026-07-05;13919;3535002;Palestina;SP
2026-07-05;13919;3549805;São José do Rio Preto;SP
2026-07-05;13920;3500907;Altair;SP
2026-07-05;13920;3519808;Icém;SP
2026-07-05;13920;3533007;Nova Granada;SP
2026-07-05;13921;3500907;Altair;SP
2026-07-05;13921;3505500;Barretos;SP
2026-07-05;13921;3517901;Guaraci;SP
2026-07-05;13921;3519808;Icém;SP
2026-07-05;13921;3533908;Olímpia;SP
2026-07-05;13922;3500907;Altair;SP
2026-07-05;13922;3505500;Barretos;SP
2026-07-05;13922;3517505;Guapiaçu;SP
2026-07-05;13922;3533908;Olímpia;SP
2026-07-05;13922;3551900;Severínia;SP
2026-07-05;13923;3500709;Agudos;SP
2026-07-05;13923;3507308;Boracéia;SP
2026-07-05;13923;3536703;Pederneiras;SP
2026-07-05;13924;3503406;Arealva;SP
2026-07-05;13924;3506003;Bauru;SP
2026-07-05;13924;3519105;Iacanga;SP
2026-07-05;13924;3536703;Pederneiras;SP
2026-07-05;13924;3542503;Reginópolis;SP
2026-07-05;13925;3519600;Ibitinga;SP
2026-07-05;13925;3552700;Tabatinga;SP
2026-07-05;13926;3519600;Ibitinga;SP
2026-07-05;13926;3522703;Itápolis;SP
2026-07-05;13926;3529302;Matão;SP
2026-07-05;13926;3552700;Tabatinga;SP
2026-07-05;13927;3519600;Ibitinga;SP
2026-07-05;13927;3522703;Itápolis;SP
2026-07-05;13927;3532900;Nova Europa;SP
2026-07-05;13927;3552700;Tabatinga;SP
2026-07-05;13928;3503208;Araraquara;SP
2026-07-05;13929;3501707;Américo Brasiliense;SP
2026-07-05;13929;3503208;Araraquara;SP
2026-07-05;13929;3532058;Motuca;SP
2026-07-05;13929;3543709;Rincão;SP
2026-07-05;13929;3546900;Santa Lúcia;SP
2026-07-05;13930;3501707;Américo Brasiliense;SP
2026-07-05;13930;3503208;Araraquara;SP
2026-07-05;13930;3519303;Ibaté;SP
2026-07-05;13931;3519303;Ibaté;SP
2026-07-05;13931;3548906;São Carlos;SP
2026-07-05;13932;3503208;Araraquara;SP
2026-07-05;13932;3519303;Ibaté;SP
2026-07-05;13932;3548906;São Carlos;SP
2026-07-05;13933;3519303;Ibaté;SP
2026-07-05;13933;3548906;São Carlos;SP
2026-07-05;13934;3505906;Batatais;SP
2026-07-05;13934;3516200;Franca;SP
2026-07-05;13934;3517703;Guará;SP
2026-07-05;13934;3533601;Nuporanga;SP
2026-07-05;13934;3542701;Restinga;SP
2026-07-05;13934;3543105;Ribeirão Corrente;SP
2026-07-05;13934;3549508;São José da Bela Vista;SP
2026-07-05;13935;3502002;Analândia;SP
2026-07-05;13935;3548906;São Carlos;SP
2026-07-05;13936;3502002;Analândia;SP
2026-07-05;13936;3513702;Descalvado;SP
2026-07-05;13937;3501707;Américo Brasiliense;SP
2026-07-05;13937;3503208;Araraquara;SP
2026-07-05;13937;3518602;Guariba;SP
2026-07-05;13937;3518859;Guatapará;SP
2026-07-05;13937;3527603;Luís Antônio;SP
2026-07-05;13937;3532058;Motuca;SP
2026-07-05;13937;3543709;Rincão;SP
2026-07-05;13937;3546900;Santa Lúcia;SP
2026-07-05;13937;3548906;São Carlos;SP
2026-07-05;13938;3503208;Araraquara;SP
2026-07-05;13938;3516853;Gavião Peixoto;SP
2026-07-05;13938;3529302;Matão;SP
2026-07-05;13938;3532058;Motuca;SP
2026-07-05;13939;3505203;Bariri;SP
2026-07-05;13939;3506706;Boa Esperança do Sul;SP
2026-07-05;13939;3506805;Bocaina;SP
2026-07-05;13939;3507308;Boracéia;SP
2026-07-05;13939;3522000;Itaju;SP
2026-07-05;13940;3514007;Dobrada;SP
2026-07-05;13940;3522703;Itápolis;SP
2026-07-05;13940;3529302;Matão;SP
2026-07-05;13940;3546504;Santa Ernestina;SP
2026-07-05;13940;3553708;Taquaritinga;SP
2026-07-05;13941;3510104;Cândido Rodrigues;SP
2026-07-05;13941;3515608;Fernando Prestes;SP
2026-07-05;13941;3522703;Itápolis;SP
2026-07-05;13941;3531308;Monte Alto;SP
2026-07-05;13941;3553708;Taquaritinga;SP
2026-07-05;13942;3531308;Monte Alto;SP
2026-07-05;13942;3546504;Santa Ernestina;SP
2026-07-05;13942;3553708;Taquaritinga;SP
2026-07-05;13943;3503703;Ariranha;SP
2026-07-05;13943;3510104;Cândido Rodrigues;SP
2026-07-05;13943;3515608;Fernando Prestes;SP
2026-07-05;13943;3535101;Palmares Paulista;SP
2026-07-05;13943;3538105;Pindorama;SP
2026-07-05;13943;3545605;Santa Adélia;SP
2026-07-05;13943;3553708;Taquaritinga;SP
2026-07-05;13944;3531308;Monte Alto;SP
2026-07-05;13944;3553104;Taiaçu;SP
2026-07-05;13944;3556909;Vista Alegre do Alto;SP
2026-07-05;13945;3510104;Cândido Rodrigues;SP
2026-07-05;13945;3515608;Fernando Prestes;SP
2026-07-05;13945;3524303;Jaboticabal;SP
2026-07-05;13945;3531308;Monte Alto;SP
2026-07-05;13945;3556909;Vista Alegre do Alto;SP
2026-07-05;13946;3506102;Bebedouro;SP
2026-07-05;13946;3514957;Embaúba;SP
2026-07-05;13946;3531506;Monte Azul Paulista;SP
2026-07-05;13946;3535101;Palmares Paulista;SP
2026-07-05;13946;3535705;Paraíso;SP
2026-07-05;13946;3539004;Pirangi;SP
2026-07-05;13946;3553104;Taiaçu;SP
2026-07-05;13946;3556909;Vista Alegre do Alto;SP
2026-07-05;13947;3524303;Jaboticabal;SP
2026-07-05;13947;3531308;Monte Alto;SP
2026-07-05;13947;3539004;Pirangi;SP
2026-07-05;13947;3553104;Taiaçu;SP
2026-07-05;13947;3553203;Taiúva;SP
2026-07-05;13947;3553658;Taquaral;SP
2026-07-05;13948;3524303;Jaboticabal;SP
2026-07-05;13949;3524303;Jaboticabal;SP
2026-07-05;13949;3553708;Taquaritinga;SP
2026-07-05;13950;3518602;Guariba;SP
2026-07-05;13950;3524303;Jaboticabal;SP
2026-07-05;13950;3539509;Pitangueiras;SP
2026-07-05;13950;3540903;Pradópolis;SP
2026-07-05;13951;3505609;Barrinha;SP
2026-07-05;13951;3524303;Jaboticabal;SP
2026-07-05;13951;3551702;Sertãozinho;SP
2026-07-05;13952;3518859;Guatapará;SP
2026-07-05;13952;3527603;Luís Antônio;SP
2026-07-05;13952;3540903;Pradópolis;SP
2026-07-05;13953;3513108;Cravinhos;SP
2026-07-05;13953;3527603;Luís Antônio;SP
2026-07-05;13953;3547601;Santa Rosa de Viterbo;SP
2026-07-05;13953;3548906;São Carlos;SP
2026-07-05;13953;3550902;São Simão;SP
2026-07-05;13953;3551405;Serra Azul;SP
2026-07-05;13954;3509403;Cajuru;SP
2026-07-05;13954;3547601;Santa Rosa de Viterbo;SP
2026-07-05;13955;3501004;Altinópolis;SP
2026-07-05;13955;3509403;Cajuru;SP
2026-07-05;13955;3510906;Cássia dos Coqueiros;SP
2026-07-05;13955;3546256;Santa Cruz da Esperança;SP
2026-07-05;13955;3547908;Santo Antônio da Alegria;SP
2026-07-05;13955;3551405;Serra Azul;SP
2026-07-05;13956;3501004;Altinópolis;SP
2026-07-05;13956;3505906;Batatais;SP
2026-07-05;13956;3509403;Cajuru;SP
2026-07-05;13956;3510906;Cássia dos Coqueiros;SP
2026-07-05;13956;3536307;Patrocínio Paulista;SP
2026-07-05;13956;3547908;Santo Antônio da Alegria;SP
2026-07-05;13957;3501004;Altinópolis;SP
2026-07-05;13957;3505906;Batatais;SP
2026-07-05;13957;3507803;Brodowski;SP
2026-07-05;13957;3533601;Nuporanga;SP
2026-07-05;13958;3505906;Batatais;SP
2026-07-05;13958;3507803;Brodowski;SP
2026-07-05;13958;3525102;Jardinópolis;SP
2026-07-05;13959;3507803;Brodowski;SP
2026-07-05;13959;3525102;Jardinópolis;SP
2026-07-05;13959;3544905;Sales Oliveira;SP
2026-07-05;13960;3501004;Altinópolis;SP
2026-07-05;13960;3513108;Cravinhos;SP
